Most Retweeted

Date,URL,Language,Country,Reach,MediaType,MatchSentence,Sentiment,Retweets,Author,Handle

"2025-12-18T20:55:21.000Z","https://twitter.com/TamimBinHamad/statuses/2001758203412111487","ar","zz",2085108,"twitter","فخورون بما تميزت به بطولة كأس العرب من تنظيم محكم وأداء رياضي متألق، وما جسدته من مشاعر الأخوة والاحترام. مبروك للمنتخب المغربي الفوز باللقب","Positive",1733,"تميم بن حمد","@tamimbinhamad",
"2025-12-02T12:42:26.000Z","https://twitter.com/halgawi/statuses/1995835954251153502","ar","sa",885814,"twitter","الكابتن المبدع نواف العقيدي قبل مباراة منتخبنا السعودي مع منتخب عمان الشقيق في كأس العرب … بكل صراحة ما طرحه الصحفي لم يكن إثارة ولا حرب","Negative",1298,"حسين الغاوي","@halgawi",
"2025-12-17T22:07:59.000Z","https://twitter.com/ABO_Watan9/statuses/2001414096265388411","ar","zz",2905,"twitter","مليون مشجع عربي زاروا قطر لمشاهدة كأس العرب. لن أسألكم لماذا لم تتحركوا إلى غزة أو القدس، لكن دعونا نحسب: إذا كان كل مشجع من علية القوم","Neutral",811,"حازم 𓂆","@abo_watan9",
"2025-12-19T17:41:36.000Z","https://twitter.com/spagov/statuses/2002071832795766920","ar","sa",5506088,"twitter","#خادم_الحرمين_الشريفين وسمو #ولي_العهد يهنئان أمير دولة قطر بمناسبة نجاح بلاده في تنظيم بطولة كأس العرب فيفا قطر 2025. #واس https://t.co/","Positive",501,"واس الأخبار الملكية","@spagov",
"2025-12-18T21:34:25.000Z","https://twitter.com/AbdulazizTF/statuses/2001768034671686084","ar","sa",823273,"twitter","آل ثاني على الرعاية الكريمة لبطولة كأس العرب FIFA 2025، كما أهنئ السيد جياني إنفانتينو رئيس الاتحاد الدولي لكرة القدم، على نجاح البطولة. ألف","Positive",457,"عبدالعزيز بن تركي الفيصل","@abdulaziztf",
"2025-11-22T21:44:29.000Z","https://twitter.com/ChampRDS/statuses/1992348486810186145","en","be",158416,"twitter","👀 ""With my friends in Georgia, we're gonna stop the Russians from having their success. We're gonna stop the Dagestanis... and we're gonna","Neutral",432,"Championship Rounds","@champrds",
"2025-12-01T17:15:58.000Z","https://twitter.com/qrnas_saudi/statuses/1995542399326585112","ar","zz",679,"twitter","://t.co/fS4U4FnhM0 https://t.co/h2JP2zyCYX ; حفل افتتاح كأس العرب مُبهر العرض كان أنيق، هادئ، وممتلئ بالمعنى العربي الأصيل، يعكس رقي الشعوب","Positive",424,"𓅃","@qrnas_saudi",
"2025-12-04T22:58:53.000Z","https://twitter.com/alkhayat_sloom/statuses/1996715862355570897","ar","cm",2713,"twitter","أفضل وأقوى وأكثر جمهور مؤثر داخل وخارج الملعب وفي مواقع التواصل الإجتماعي نجاح أي بطولة مرهون بتواجد الجمهور و الإعلام السعودي الرقم واحد في","Positive",358,"سليمان الخياط","@alkhayat_sloom",
"2025-11-29T11:11:05.000Z","https://twitter.com/masuhd_/statuses/1994725798746394692","en","zz",11589,"twitter","QT @Murungidorothy1: You need to know how expensive grand prix tickets are https://t.co/m2VJcDXUA4 ; F1 Qatar Grand Prix 2025 https://t.co/","Neutral",326,"Masuhd","@masuhd_",
"2025-12-07T00:00:00.000Z","https://twitter.com/khalidjassem74/statuses/1997456020352700652","ar","qa",1285828,"twitter","بعد نجاح كأس العرب الأولى، ثم الإبهار العالمي في كأس العالم، ها هي الدوحة تثبت من جديد أن النجاح عادة قطرية قطر .. هو عنوان النجاح لأي بطولة","Positive",312,"خالد جاسم","@khalidjassem74",
"2025-12-18T20:09:57.000Z","https://twitter.com/hhtbzayed/statuses/2001746780929794205","ar","ae",70214,"twitter","خالص التهنئة لجلالة الملك محمد السادس وللشعب المغربي الشقيق بمناسبة الفوز ببطولة كأس العرب 2025 لكرة القدم، بعد أن قدّم منتخبهم الوطني أداءً","Positive",282,"Tahnoon Bin Zayed Al Nahyan","@hhtbzayed",
"2025-12-18T18:54:18.000Z","https://twitter.com/MohamedBinZayed/statuses/2001727740102480125","en","ae",4957615,"twitter","in the FIFA Arab Cup 2025. Both the Moroccan and Jordanian teams performed with excellence and pride, and I commend the successful hosting","Positive",274,"محمد بن زايد","@mohamedbinzayed",
"2025-12-18T14:03:01.000Z","https://twitter.com/bt3/statuses/2001654439497621919","ar","zz",1334083,"twitter","، جاء دخول #شاشا الذكي إلى عالم الرياضة، عندما خطفت حقوق الدوري الإيطالي وأعادت اليه البريق بالشرق الأوسط.. وصولًا إلى كأس العرب ونجاح شاشا","Positive",267,"عمرو","@bt3",
"2025-11-30T08:09:49.000Z","https://twitter.com/KHK/statuses/1995042572205789527","ar","qa",344214,"twitter","لتأمين بطولة كأس العرب FIFA قطر 2025، وثقتنا بهم كبيرة في تقديم بطولة آمنة وناجحة كعهدنا بهم دائماً. ان تجربة قطر في استضافة البطولات الكبرى","Positive",260,"خليفة بن حمد","@khk",
"2025-11-18T04:19:33.000Z","https://twitter.com/lavidaNOTA/statuses/1990635967133499587","en","us",151808,"twitter","over Italy in Turin, which reinforced 2025 as a year of sustained success by our world champions. Congratulations to Bafana Bafana as well","Positive",246,"MORAL Authority","@lavidanota",
"2025-12-01T16:03:01.000Z","https://twitter.com/a_albander/statuses/1995524043618078906","ar","zz",473530,"twitter","حفل افتتاح كأس العرب مُبهر العرض كان أنيق، هادئ، وممتلئ بالمعنى العربي الأصيل، يعكس رقي الشعوب العربية، قائم على بساطة الفكرة وجمال التنفيذ،","Positive",226,"عبدالله البندر","@a_albander",
"2025-12-15T19:46:11.000Z","https://twitter.com/bt3/statuses/2000653632593891583","ar","zz",1333465,"twitter","بـأن النهائي في كأس العرب بين مدربين مغربيين؟ جمال السلامي (مدرب الأردن) طارق السكتيوي وليد الركراكي محمد وهبي نبيل بهاء حسين عموته نجاح آخر","Neutral",215,"عمرو","@bt3",
